cityname,state,bedrooms,local_median_price,local_mean_price,local_price_std,comparison_group_size
Castle Rock,CO,4.0,2500.0,2500.0,0.0,1
Castro Valley,CA,2.0,2495.0,2495.0,0.0,1
Cedar City,UT,3.0,1700.0,1700.0,0.0,1
Cedar Falls,IA,0.0,695.0,695.0,0.0,1
Cedar Falls,IA,1.0,742.5,771.25,166.7520614565229,4
Cedar Falls,IA,2.0,1000.0,1044.0,162.57306049896457,5
Cedar Falls,IA,3.0,750.0,750.0,0.0,1
Cedar Falls,IA,4.0,1500.0,1500.0,0.0,1
Cedar Hill,TX,3.0,1649.0,1624.3333333333333,66.5231789178278,3
Cedar Knolls,NJ,2.0,2431.5,2431.5,2.1213203435596424,2
Cedar Park,TX,1.0,985.0,1047.0,170.54471554404728,9
Cedar Park,TX,2.0,949.0,949.0,0.0,1
Cedar Park,TX,3.0,1499.0,1499.0,0.0,1
Cedar Rapids,IA,1.0,579.0,579.0,0.0,1
Cedar Rapids,IA,2.0,795.0,795.0,0.0,1
Celebration,FL,3.0,2695.0,2695.0,0.0,1
Centennial,CO,1.0,1230.0,1193.3333333333333,476.0602202803059,3
Centennial,CO,3.0,2000.0,2000.0,0.0,1
Centerville,MA,5.0,7000.0,7000.0,0.0,1
Central City,KY,1.0,350.0,350.0,0.0,1
Centreville,VA,2.0,1812.0,1812.0,53.74011537017761,2
Cerritos,CA,2.0,1591.0,1591.0,0.0,1
Champaign,IL,1.0,734.5,804.3333333333334,216.95540338701764,18
Champaign,IL,2.0,1060.0,1149.6470588235295,627.7675665778368,17
Champaign,IL,3.0,1050.0,1221.6666666666667,531.2468823437931,9
Champaign,IL,4.0,2120.0,1866.0,763.5939147653461,7
Chandler,AZ,1.0,1155.0,1155.0,0.0,1
Chanhassen,MN,1.0,1250.0,1250.0,0.0,1
Channelview,TX,3.0,1399.0,1399.0,0.0,1
Chapel Hill,NC,1.0,1153.0,1135.1666666666667,258.19404847259096,6
Chapel Hill,NC,2.0,999.0,1123.0,285.9318100526767,3
Chapel Hill,NC,3.0,1611.0,1611.0,827.3149339882606,2
Chapin,SC,3.0,1549.0,1549.0,0.0,1
Charleston,SC,1.0,1718.5,1718.5,256.6797615707168,2
Charleston,SC,2.0,1950.0,1850.0,217.94494717703367,3
Charleston,SC,3.0,2900.0,2900.0,0.0,1
Charleston,WV,2.0,795.0,795.0,0.0,1
Charleston,WV,5.0,2000.0,2000.0,0.0,1
Charlestown,MA,1.0,2700.0,2700.0,0.0,1
Charlestown,MA,2.0,3796.0,3633.3333333333335,398.71585538241806,3
Charlotte,NC,1.0,884.5,906.4285714285714,217.81103817678377,14
Charlotte,NC,2.0,1010.0,1002.6666666666666,189.1066718371759,3
Charlotte,NC,3.0,1487.0,1516.3636363636363,281.090486270634,22
Charlotte,NC,4.0,1499.0,1592.142857142857,156.96223385624597,7
Charlotte,VT,2.0,1650.0,1650.0,0.0,1
Charlottesville,VA,2.0,2600.0,2600.0,0.0,1
Charlottesville,VA,4.0,1695.0,1695.0,0.0,1
Chaska,MN,4.0,4500.0,4500.0,0.0,1
Chatsworth,CA,2.0,2150.0,2150.0,0.0,1
Chattanooga,TN,0.0,800.0,800.0,0.0,1
Chattanooga,TN,1.0,881.0,966.5,268.2542326475639,4
Chattanooga,TN,2.0,1210.0,1145.5,168.19532296311533,4
Chelsea,MA,1.0,1900.0,2062.6666666666665,302.7694392327821,3
Chelsea,MA,2.0,2348.0,2348.0,74.95331880577403,2
Cheney,WA,1.0,737.5,737.5,123.74368670764582,2
Cherry Hill,NJ,1.0,1365.0,1405.0,221.9234102117215,5
Cherry Hill,NJ,2.0,1630.0,1589.0,87.20665112249178,5
Cherry Hill,NJ,3.0,1126.0,1126.0,0.0,1
Cherryville,NC,1.0,1045.0,1045.0,0.0,1
Chesapeake,VA,1.0,1388.0,1360.0,174.0517164523235,4
Chesapeake,VA,2.0,1400.0,1383.0,58.42516581063335,5
Chesapeake,VA,3.0,1714.0,1714.0,0.0,1
Chester,VA,3.0,1332.0,1332.0,0.0,1
Chesterfield,VA,4.0,2500.0,2500.0,0.0,1
Chevy Chase,MD,0.0,1350.0,1350.0,0.0,1
Chevy Chase,MD,2.0,2588.0,2857.6,545.5660363329081,5
Cheyenne,WY,3.0,713.0,713.0,0.0,1
Chicago,IL,0.0,932.5,989.625,194.02793429224124,8
Chicago,IL,1.0,1250.0,1340.676923076923,418.86539856543965,65
Chicago,IL,2.0,1600.0,1756.9245283018868,587.6950363351269,53
Chicago,IL,3.0,1995.0,2572.4615384615386,1463.7807563170459,13
Chicago,IL,4.0,3454.0,3110.8888888888887,764.5402939748244,9
Chiefland,FL,1.0,650.0,650.0,0.0,1
Christiansburg,VA,3.0,1500.0,1500.0,0.0,2
Christiansburg,VA,4.0,1600.0,1600.0,0.0,1
Chubbuck,ID,1.0,750.0,750.0,0.0,1
Chula Vista,CA,1.0,1515.0,1378.3333333333333,402.78199231511496,3
Chula Vista,CA,2.0,1825.0,1825.0,671.7514421272201,2
Church Hill,TN,1.0,575.0,575.0,0.0,1
Cibolo,TX,3.0,1495.0,1495.0,0.0,1
Cincinnati,OH,1.0,910.0,1014.918918918919,290.64109008060643,37
Cincinnati,OH,2.0,1180.0,1384.2285714285715,499.69308731721003,35
Cincinnati,OH,3.0,1243.0,1259.1,353.63868880853835,10
Cincinnati,OH,4.0,1547.5,1843.75,1002.0926021747358,4
Clackamas,OR,1.0,1294.0,1294.0,0.0,1
Clairton,PA,2.0,1027.5,1027.5,3.5355339059327378,2
Clairton,PA,3.0,1380.0,1380.0,0.0,1
Clarksburg,MD,1.0,1545.0,1545.0,0.0,1
Clarksburg,MD,2.0,1905.0,1905.0,0.0,1
Clarkston,GA,2.0,775.0,810.0,48.73397172404483,5
Clarkston,GA,3.0,886.0,886.0,0.0,2
Clarkston,MI,1.0,887.0,887.0,193.74725804511402,2
Clarksville,MD,1.0,550.0,550.0,0.0,1
Clarksville,TN,2.0,912.5,912.5,159.0990257669732,2
Clayton,NC,1.0,950.0,950.0,0.0,1
Clayton,NC,2.0,1179.0,1186.0,12.12435565298214,3
Clayton,NC,3.0,1400.0,1421.7777777777778,100.02221975363497,9
Clayton,NC,4.0,1575.0,1535.5714285714287,108.66133495538196,7
Clearwater,FL,1.0,1145.0,1145.0,0.0,1
Cleburne,TX,1.0,862.0,862.0,0.0,1
Clementon,NJ,1.0,912.5,912.5,74.24621202458749,2
Clementon,NJ,2.0,1074.5,1108.5,98.21235495937704,4
Clemmons,NC,2.0,853.0,853.0,0.0,1
Clermont,FL,1.0,1218.5,1218.5,13.435028842544403,2
Clermont,FL,2.0,1335.0,1335.0,21.213203435596427,2
Clermont,FL,4.0,2895.0,2895.0,0.0,1
Cleveland,OH,0.0,675.0,675.0,0.0,1
Cleveland,OH,1.0,975.0,1116.0,529.1143543696392,13
Cleveland,OH,2.0,1115.0,1430.7692307692307,873.7665738863132,13
Cleveland Heights,OH,1.0,950.0,950.0,0.0,1
Cliffside Park,NJ,1.0,2350.0,2350.0,0.0,1
Cliffside Park,NJ,2.0,1865.0,1865.0,0.0,1
Cliffwood,NJ,2.0,2047.0,2047.0,0.0,2
Clinton,MA,1.0,1375.0,1375.0,0.0,1
Clinton,WA,2.0,1400.0,1400.0,0.0,1
Clinton,WA,3.0,2500.0,2500.0,0.0,1
Clinton Township,MI,2.0,1385.0,1385.0,332.34018715767735,2
Coatesville,PA,1.0,575.0,575.0,0.0,1
Cockeysville,MD,1.0,1115.0,1167.8,82.41177100390455,5
Cockeysville,MD,2.0,1303.0,1303.0,41.012193308819754,2
Cockeysville,MD,3.0,1724.0,1724.0,352.13917703090067,2
Cocoa Beach,FL,3.0,1750.0,1750.0,0.0,1
Coeur D Alene,ID,1.0,1440.0,1440.0,0.0,1
College Park,GA,1.0,938.0,938.0,0.0,1
College Park,MD,1.0,1629.0,1629.0,183.84776310850236,2
College Station,TX,1.0,1037.0,1037.0,265.87214972614186,2
College Station,TX,3.0,1195.0,1195.0,0.0,1
College Station,TX,4.0,1400.0,1400.0,0.0,1
Collingswood,NJ,2.0,1495.0,1495.0,0.0,1
Colorado Springs,CO,1.0,1065.0,1057.857142857143,201.24263126548382,35
Colorado Springs,CO,2.0,1205.0,1234.2926829268292,301.48161170313864,41
Colorado Springs,CO,3.0,1126.0,1017.75,267.60091554402425,4
Colorado Springs,CO,4.0,2200.0,2200.0,0.0,1
Columbia,MD,1.0,1482.5,1509.875,176.903878258384,8
Columbia,MD,2.0,1791.5,1913.1666666666667,425.92460209134043,6
Columbia,MD,3.0,2125.0,2073.3333333333335,158.9287051898848,3
Columbia,MO,1.0,1149.5,1050.75,308.07182604061666,4
Columbia,MO,2.0,660.0,836.0,313.5410658908973,3
Columbia,MO,3.0,1350.0,1350.0,0.0,1
Columbia,MO,4.0,2100.0,2175.0,236.29078131263043,4
Columbia,SC,1.0,702.0,789.8333333333334,180.4665250584348,6
Columbia,SC,2.0,995.0,1025.0,132.5707358356285,3
Columbia,SC,3.0,1199.0,1183.5454545454545,69.85894879879548,11
Columbia,SC,4.0,1574.0,1580.5,203.884771378345,4
Columbia,SC,5.0,1699.0,1699.0,282.842712474619,2
Columbus,GA,2.0,350.0,350.0,0.0,1
Columbus,IN,1.0,754.0,822.3333333333334,164.51241087934164,3
Columbus,OH,1.0,1045.0,1058.5,353.2472379384036,10
Columbus,OH,2.0,1080.0,1247.1818181818182,475.84804679263283,11
Columbus,OH,3.0,1400.0,1671.25,797.374598291167,4
Columbus,OH,4.0,1850.0,1867.142857142857,377.5674017405937,7
Columbus,OH,5.0,3200.0,3208.3333333333335,987.5263709559017,3
Commerce,TX,1.0,785.0,785.0,14.142135623730951,2
Commerce City,CO,1.0,895.0,895.0,0.0,1
Concord,CA,1.0,1795.0,1694.0,718.841428967474,3
Concord,CA,2.0,2147.5,2147.5,67.17514421272202,2
Concord,NC,1.0,1073.0,1073.0,0.0,1
Concord,NC,2.0,1132.0,1132.0,414.36457377531684,2
Concord,NC,3.0,1299.0,1267.2,123.23230096042191,5
Concord,NC,4.0,1399.0,1333.0,137.44817205041323,3
Converse,TX,1.0,754.0,754.0,48.08326112068523,2
Converse,TX,3.0,1299.0,1299.0,0.0,2
Converse,TX,4.0,1550.0,1550.0,0.0,1
Conway,AR,2.0,650.0,650.0,0.0,2
Conway,AR,3.0,1525.0,1525.0,0.0,1
Conyers,GA,4.0,1299.0,1299.0,0.0,1
Coon Rapids,MN,1.0,850.0,850.0,247.48737341529164,2
Coppell,TX,1.0,1365.0,1365.0,0.0,1
Coral Gables,FL,3.0,1680.0,1680.0,0.0,1
Coral Springs,FL,3.0,1850.0,1850.0,0.0,1
Coralville,IA,1.0,950.0,950.0,0.0,1
Coraopolis,PA,1.0,1159.5,1152.5,101.16158691255622,4
Coraopolis,PA,2.0,1030.0,1123.2,210.18499787885273,10
Cordova,TN,1.0,792.0,792.0,234.75945135393377,2
Cornelius,NC,4.0,3750.0,3750.0,0.0,1
Corona,CA,1.0,1545.0,1297.0,451.3723518338269,3
Corona Del Mar,CA,0.0,1900.0,1900.0,0.0,1
Corona Del Mar,CA,2.0,3800.0,3800.0,0.0,1
Corona Del Mar,CA,5.0,9450.0,9450.0,0.0,1
Coronado,CA,1.0,2600.0,2600.0,0.0,1
Coronado,CA,2.0,4500.0,6000.0,3366.501646120693,4
Coronado,CA,3.0,4500.0,4500.0,0.0,1
Coronado,CA,4.0,6500.0,6500.0,0.0,1
Coronado,CA,5.0,6500.0,6500.0,0.0,1
Corpus Christi,TX,1.0,795.0,795.0,77.78174593052023,2
Corpus Christi,TX,2.0,1430.0,1430.0,0.0,1
Corsica,SD,1.0,501.0,501.0,0.0,1
Corunna,MI,2.0,620.0,620.0,0.0,1
Corvallis,OR,2.0,1755.0,1713.75,187.85521907398086,4
Corvallis,OR,3.0,1872.5,1833.75,180.75651210030213,4
Costa Mesa,CA,3.0,2850.0,2850.0,0.0,1
Cottage Grove,MN,2.0,1165.0,1165.0,0.0,1
Cottage Grove,WI,1.0,1160.0,1160.0,0.0,1
Cottonwood Heights,UT,5.0,2495.0,2495.0,0.0,1
Coulee Dam,WA,1.0,630.0,630.0,0.0,1
Council Bluffs,IA,1.0,850.0,850.0,0.0,1
Coventry,RI,2.0,1260.0,1260.0,0.0,1
Coventry,RI,3.0,1235.0,1235.0,0.0,1
Covina,CA,1.0,1710.0,1710.0,0.0,1
Covington,KY,1.0,1495.0,1495.0,0.0,1
Covington,WA,1.0,1405.0,1405.0,0.0,1
Creedmoor,NC,1.0,779.0,779.0,0.0,1
Crofton,MD,1.0,1398.0,1408.6666666666667,30.43572462310261,3
Crofton,MD,2.0,1600.0,1600.0,0.0,1
Crosby,TX,3.0,1574.0,1574.0,35.35533905932738,2
Crossville,TN,2.0,625.0,625.0,0.0,1
Crowley,TX,5.0,1775.0,1775.0,0.0,1
Crozet,VA,1.0,1500.0,1500.0,0.0,1
Crystal,MN,1.0,1100.0,1100.0,0.0,1
Cullowhee,NC,4.0,575.0,575.0,0.0,1
Culver City,CA,1.0,2750.0,2750.0,0.0,1
Culver City,CA,2.0,2875.0,2875.0,35.35533905932738,2
Cumberland,MD,0.0,699.0,699.0,0.0,1
Cumming,GA,1.0,1172.0,1139.3333333333333,68.14934580268051,3
Cumming,GA,2.0,1497.0,1459.0,191.4323205034441,7
Cumming,GA,3.0,1580.0,1580.0,0.0,1
Cupertino,CA,3.0,4600.0,4600.0,0.0,1
Cutler Bay,FL,3.0,2200.0,2200.0,0.0,1
Cutler Ridge,FL,2.0,1300.0,1300.0,0.0,1
Cypress,CA,1.0,1720.0,1720.0,0.0,1
Cypress,CA,2.0,2065.0,2065.0,0.0,1
Cypress,TX,1.0,941.5,941.5,2.1213203435596424,2
Cypress,TX,3.0,1474.0,1474.0,176.7766952966369,2
Dallas,GA,2.0,925.0,925.0,0.0,1
Dallas,GA,3.0,1312.5,1307.8333333333333,82.22456316623874,12
Dallas,GA,4.0,1499.0,1499.0,0.0,1
Dallas,OR,1.0,795.0,795.0,0.0,1
Dallas,OR,2.0,1045.0,1045.0,0.0,1
Dallas,TX,1.0,1155.0,1256.8671328671328,543.1207066024214,143
Dallas,TX,2.0,1304.0,1456.1923076923076,508.20761692486747,52
Dallas,TX,3.0,1310.0,1370.4,541.2063377308141,5
Dalton,GA,1.0,667.5,667.5,45.96194077712559,2
Dalton,GA,2.0,797.5,797.5,137.88582233137677,2
Dana Point,CA,4.0,5500.0,5500.0,0.0,1
Danbury,CT,1.0,1670.0,1670.0,0.0,1
Danbury,CT,2.0,1947.5,1947.5,1064.195705685754,2
Dania Beach,FL,2.0,3000.0,3000.0,0.0,1
Danville,CA,3.0,4500.0,4500.0,0.0,1
Davenport,FL,1.0,1290.0,1290.0,0.0,1
Davenport,FL,4.0,2250.0,2250.0,0.0,1
Davenport,IA,1.0,827.5,1034.1666666666667,500.40400344788077,6
Davenport,IA,2.0,1650.0,1531.6666666666667,343.159341025905,3
Davidson,NC,3.0,1299.0,1299.0,0.0,1
Dayton,OH,1.0,710.0,667.3333333333334,122.58330500792785,6
Dayton,OH,2.0,747.0,776.3125,178.37029601365808,16
Dayton,OH,3.0,785.0,850.0,215.37757543439847,5
Daytona Beach,FL,1.0,780.0,780.0,0.0,1
De Pere,WI,2.0,770.0,770.0,0.0,1
De Soto,KS,1.0,850.0,850.0,0.0,1
Decatur,GA,1.0,1129.5,1081.3333333333333,347.86108338434946,12
Decatur,GA,2.0,1332.5,1270.375,271.10458577562173,8
Decatur,GA,3.0,1139.5,1139.5,340.1183617507294,2
Decatur,IN,1.0,224.0,224.0,0.0,1
Del Mar,CA,3.0,5495.0,5495.0,0.0,1
Delafield,WI,1.0,1192.5,1192.5,10.606601717798213,2
Delaware,OH,2.0,850.0,850.0,0.0,1
Delaware,OH,3.0,1431.0,1431.0,0.0,1
Deltona,FL,1.0,800.0,800.0,0.0,1
Denton,TX,1.0,934.0,933.75,74.67875646170515,4
Denton,TX,2.0,1212.5,1175.25,213.98189175722322,4
Denver,CO,0.0,1085.0,1085.0,0.0,1
Denver,CO,1.0,1321.0,1326.0,328.22148745563004,59
Denver,CO,2.0,1550.0,1661.6097560975609,486.26314265265785,41
Denver,CO,3.0,4960.0,4960.0,3224.406922210657,2
Denver,CO,4.0,4300.0,4300.0,1272.7922061357856,2
Denville,NJ,1.0,1475.0,1475.0,0.0,1
Derwood,MD,1.0,1676.5,1687.75,42.89036410819256,4
Des Moines,IA,1.0,710.0,752.0,120.69106567320273,7
Des Moines,IA,2.0,765.0,880.0,289.11194075256435,8
Des Moines,IA,3.0,975.0,975.0,0.0,1
Des Moines,WA,2.0,1700.0,1700.0,0.0,1
Des Moines,WA,4.0,1822.0,1822.0,0.0,1
Des Plaines,IL,1.0,1150.0,1150.0,0.0,1
Desoto,TX,4.0,1749.0,1749.0,0.0,1
Destin,FL,4.0,2250.0,2250.0,0.0,1
Detroit,MI,1.0,2500.0,2197.4545454545455,891.3629298592537,11
Detroit,MI,2.0,2900.0,2900.0,565.685424949238,2
Detroit,MI,3.0,800.0,800.0,0.0,1
Devils Lake,ND,3.0,925.0,925.0,0.0,1
Dewitt,MI,2.0,800.0,800.0,0.0,1
Dexter,MO,1.0,475.0,475.0,0.0,1
Dexter,MO,2.0,675.0,675.0,0.0,1
Dickinson,ND,1.0,850.0,850.0,0.0,1
Dike,IA,2.0,750.0,750.0,0.0,1
Discovery Bay,CA,4.0,3695.0,3695.0,0.0,1
District Heights,MD,1.0,985.0,985.0,0.0,1
District Heights,MD,2.0,1245.0,1245.0,0.0,1
District Heights,MD,3.0,1320.0,1320.0,0.0,1
Doral,FL,1.0,1525.0,1525.0,0.0,1
Doral,FL,4.0,3100.0,3100.0,0.0,1
Douglasville,GA,3.0,1300.0,1270.3333333333333,132.0585728632059,6
Douglasville,GA,4.0,1399.0,1399.0,0.0,1
Dover,NH,2.0,1295.0,1383.0,152.4204710660612,3
Dover,NJ,1.0,1750.0,1750.0,0.0,1
Downers Grove,IL,2.0,1717.5,1717.5,24.748737341529164,2
Downey,CA,1.0,1595.0,1595.0,0.0,1
Downey,CA,2.0,2347.0,2347.0,0.0,1
Doylestown,PA,1.0,999.0,999.0,0.0,1
Duarte,CA,2.0,1674.0,1674.0,247.48737341529164,2
Dublin,CA,2.0,2722.5,2722.5,38.890872965260115,2
Dublin,CA,3.0,2822.5,2822.5,102.5304832720494,2
Dublin,OH,2.0,1129.5,1129.5,142.12846301849606,2
Dubuque,IA,1.0,618.0,618.0,82.02438661763951,2
Duluth,GA,1.0,1080.0,1080.0,0.0,1
Duluth,MN,1.0,2950.0,2950.0,0.0,1
Dumas,TX,2.0,587.5,587.5,17.67766952966369,2
Dundee,OR,5.0,2595.0,2595.0,0.0,1
Dunwoody,GA,1.0,600.0,600.0,0.0,1
Dunwoody,GA,3.0,1039.0,1039.0,0.0,1
Durham,NC,1.0,1068.0,1145.0,343.23906948878863,18
Durham,NC,2.0,1082.5,1143.4375,271.65492050270933,16
Durham,NC,3.0,1662.0,1608.0,235.68623209682826,3
Durham,NC,5.0,2200.0,2200.0,0.0,1
Eagan,MN,1.0,1185.0,1260.7142857142858,159.85484487049942,7
Eagle River,AK,1.0,940.0,940.0,0.0,1
Eagle River,AK,3.0,1800.0,1800.0,0.0,1
Easley,SC,3.0,825.0,825.0,0.0,1
East Boston,MA,2.0,2435.0,2435.0,0.0,1
East Grand Forks,MN,1.0,495.0,495.0,0.0,2
East Grand Forks,MN,2.0,595.0,595.0,0.0,1
East Hartford,CT,1.0,960.0,987.0,49.06628170138837,5
East Hartford,CT,2.0,1125.0,1121.6666666666667,5.77350269189629,3
East Lansing,MI,1.0,735.0,735.0,21.213203435596427,2
East Lansing,MI,2.0,1225.0,1225.0,742.4621202458749,2
East Lansing,MI,4.0,1100.0,1100.0,0.0,1
East Orange,NJ,1.0,1795.0,1795.0,0.0,1
East Orange,NJ,2.0,1924.0,2046.8,621.2839125552825,5
East Pittsburgh,PA,1.0,555.0,555.0,0.0,1
East Rutherford,NJ,1.0,2220.0,2220.0,0.0,1
East Rutherford,NJ,2.0,2657.5,2657.5,10.606601717798213,2
Easton,PA,2.0,1495.0,1495.0,0.0,1
Eatontown,NJ,1.0,1322.5,1322.5,45.96194077712559,2
Eden Prairie,MN,1.0,1350.0,1291.25,232.32071940889531,4
Eden Prairie,MN,2.0,1380.5,1380.5,310.41987694089437,2
Eden Prairie,MN,4.0,4500.0,4500.0,0.0,1
Edgerton,WI,1.0,386.0,386.0,0.0,1
Edgewater,NJ,1.0,2260.0,2426.6,344.9243395297003,5
Edgewater,NJ,2.0,2690.0,2690.0,0.0,1
Edgewood,MD,2.0,1163.0,1163.0,21.213203435596427,2
Edina,MN,1.0,1362.5,1362.5,159.0990257669732,2
Edina,MN,2.0,1495.0,1398.3333333333333,171.77989793143243,3
Edina,MN,5.0,6000.0,6000.0,0.0,1
Edmond,OK,1.0,880.0,831.8461538461538,91.34353302583071,13
Edmond,OK,2.0,1050.0,1023.5714285714286,155.9401829527613,14
Edmond,OK,3.0,1472.5,1533.9,364.5436873681946,10
Edmond,OK,4.0,2745.0,2745.0,777.8174593052023,2
Edmonds,WA,1.0,1335.0,1352.6666666666667,144.16194597280747,6
Edmonds,WA,2.0,1872.5,1872.5,314.66251762801363,2
Edwardsville,IL,1.0,925.0,925.0,0.0,1
Edwardsville,IL,3.0,1400.0,1333.3333333333333,115.47005383792518,3
El Cajon,CA,1.0,1495.0,1495.0,0.0,1
El Cajon,CA,2.0,2250.0,2250.0,0.0,1
El Dorado,KS,1.0,450.0,450.0,0.0,1
El Mirage,AZ,3.0,1199.0,1199.0,0.0,1
El Paso,TX,2.0,818.0,921.0,198.65296373324009,3
El Segundo,CA,1.0,2395.0,2395.0,0.0,1
Elgin,OK,3.0,1345.0,1345.0,0.0,1
Elgin,SC,3.0,1199.0,1199.0,0.0,1
Elizabeth,NJ,1.0,1649.0,1664.6666666666667,78.67867140040771,3
Elizabeth,NJ,2.0,2059.0,2059.5,29.726531359488725,4
Elizabethtown,KY,0.0,490.0,490.0,0.0,1
Elizabethtown,KY,1.0,509.0,509.0,0.0,1
Elk Grove,CA,4.0,2595.0,2595.0,0.0,1
Elk Grove,CA,5.0,2750.0,2750.0,0.0,1
Elk River,MN,1.0,1490.0,1490.0,0.0,1
Elkhart,IN,1.0,975.0,975.0,0.0,1
Elkhorn,NE,1.0,910.0,910.0,120.20815280171308,2
Elkridge,MD,1.0,1404.0,1404.0,0.0,1
Elkridge,MD,2.0,1652.5,1648.5,142.79705879323984,4
Ellensburg,WA,1.0,825.0,825.0,0.0,1
Ellensburg,WA,2.0,1090.0,1090.0,106.06601717798213,2
Ellicott City,MD,1.0,1416.0,1502.8333333333333,457.7774204421475,6
Ellicott City,MD,2.0,1801.0,1930.2142857142858,432.1228775691947,14
Ellington,CT,2.0,1163.0,1163.0,0.0,1
Elmwood Park,NJ,1.0,1403.5,1403.5,38.890872965260115,2
Elwood,IN,2.0,945.0,945.0,0.0,1
Elyria,OH,1.0,627.0,627.0,0.0,1
Elyria,OH,2.0,687.5,772.0,216.22364964699554,4
Encinitas,CA,2.0,3750.0,3966.6666666666665,1288.7332281482206,3
Encinitas,CA,3.0,4795.0,4795.0,0.0,1
Encinitas,CA,4.0,5700.0,5700.0,0.0,1
Encino,CA,1.0,1649.0,1649.0,0.0,1
Encino,CA,2.0,2398.0,2269.3333333333335,278.2828297493996,3
Englewood,CO,1.0,800.0,800.0,0.0,1
Englewood,CO,2.0,1115.0,1115.0,206.47518010647187,2
Englewood,FL,2.0,995.0,995.0,0.0,1
Englewood,NJ,2.0,2245.0,2245.0,0.0,1
Enterprise,AL,2.0,950.0,950.0,0.0,1
Enumclaw,WA,2.0,1695.0,1695.0,0.0,1
Escondido,CA,2.0,1760.0,1760.0,21.213203435596427,2
Essex Junction,VT,1.0,1100.0,1100.0,0.0,1
Essexville,MI,1.0,699.0,699.0,0.0,1
Euclid,OH,1.0,600.0,600.0,0.0,1
Euclid,OH,2.0,725.0,725.0,35.35533905932738,2
Eugene,OR,1.0,1339.0,1339.0,183.84776310850236,2
Eugene,OR,2.0,1673.0,1673.0,148.49242404917499,2
Euless,TX,1.0,890.0,922.7391304347826,153.09599406649892,23
Euless,TX,2.0,1110.0,1169.4444444444443,289.4081632700092,18
Euless,TX,3.0,1568.5,1549.1666666666667,221.87691783208692,6
Euless,TX,4.0,2444.5,2444.5,14.849242404917497,2
Evanston,IL,1.0,1470.0,1528.3333333333333,242.81337140555775,3
Evanston,IL,2.0,1412.5,1412.5,166.17009357883867,2
Evansville,IN,1.0,630.0,620.6,140.84140016344625,5
Evansville,IN,2.0,640.0,640.0,0.0,1
Everett,MA,1.0,2200.0,2200.0,0.0,1
Everett,WA,1.0,1305.0,1314.2857142857142,136.5695357509796,7
Everett,WA,2.0,1479.0,1551.3333333333333,128.76464318023534,3
Fairborn,OH,1.0,620.0,620.0,0.0,1
Fairborn,OH,2.0,799.0,799.0,0.0,1
Fairborn,OH,3.0,962.0,962.0,0.0,1
Fairfax,VA,1.0,1795.0,1747.3333333333333,104.95872204506554,3
Fairfax,VA,2.0,1430.0,1430.0,28.284271247461902,2
Fairfax,VA,3.0,2750.0,2750.0,0.0,1
Fairfield,CT,2.0,1120.0,1120.0,0.0,1
Fairfield,OH,2.0,1017.0,1017.0,45.254833995939045,2
Fairless Hills,PA,1.0,975.0,975.0,0.0,1
Fall River,MA,2.0,1395.0,1417.0,73.95944834840239,5
Fallston,MD,2.0,1747.5,1730.0,141.4802695313614,4
Fargo,ND,1.0,895.0,923.3333333333334,139.67223537028875,3
Fargo,ND,2.0,847.5,881.6666666666666,222.97234507146098,6
Fargo,ND,3.0,927.5,921.25,78.46177413237608,4
Farmers Branch,TX,1.0,1319.0,1323.6666666666667,47.17343885422527,3
Farmington,CT,1.0,1785.0,1785.0,0.0,1
Farmington,MO,1.0,425.0,425.0,0.0,1
Farmington,NM,1.0,575.0,575.0,0.0,1
Farmington Hills,MI,2.0,1633.0,1633.0,0.0,1
Fayetteville,AR,1.0,650.0,681.3333333333334,54.270925303824804,3
Fayetteville,AR,2.0,850.0,990.8,326.00720850925984,5
Fayetteville,AR,3.0,1167.5,1158.75,221.29825274201028,4
Fayetteville,AR,4.0,1700.0,1700.0,0.0,1
Fayetteville,GA,6.0,3200.0,3200.0,0.0,1
Fayetteville,NC,1.0,1069.0,1069.0,0.0,1
Federal Way,WA,1.0,1247.0,1254.857142857143,63.20977923135151,7
Federal Way,WA,2.0,1475.0,1451.0,203.90438935932696,5
Fenton,MI,1.0,745.0,745.0,0.0,1
Fenton,MO,2.0,784.0,784.0,0.0,1
Fernandina Beach,FL,2.0,1550.0,1550.0,0.0,1
Fernandina Beach,FL,3.0,1899.0,1899.0,0.0,1
Ferndale,MI,1.0,1450.0,1450.0,0.0,1
Ferndale,MI,2.0,1150.0,1150.0,0.0,1
Fernley,NV,4.0,1700.0,1700.0,0.0,1
Findlay,OH,1.0,795.0,795.0,0.0,1
Findlay,OH,2.0,1675.0,1675.0,0.0,2
Fishers,IN,1.0,935.0,935.0,0.0,1
Fitchburg,WI,1.0,1105.0,1105.0,254.55844122715712,2
Fitchburg,WI,2.0,895.0,895.0,0.0,1
Flagstaff,AZ,1.0,1293.5,1293.5,115.25840533340725,2
Flagstaff,AZ,3.0,1069.0,1069.0,0.0,1
Flanders,NJ,1.0,1320.0,1322.142857142857,134.81027232303006,7
Flanders,NJ,2.0,1490.0,1546.6666666666667,111.39269874337967,3
Flint,MI,2.0,870.0,870.0,0.0,1
Florence,KY,1.0,601.0,601.0,29.698484809834994,2
Florence,KY,2.0,991.0,991.0,0.0,1
Florence,SC,2.0,1950.0,1950.0,0.0,2
